Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
4252,Ciprofloxacin-235,500 mg,Anxiety relief,Alternative formulation,Yes,Half tablet in morning and night
4253,Paracetamol-720,650 mg,Diabetes control,Same API different brand,No,1 tablet thrice daily
4254,Ibuprofen-883,1000 mg,Stomach acid reduction,Over-the-counter option,No,Use as directed by physician
4255,Losartan-625,100 mg,Blood pressure control,Generic substitute,Yes,1 tablet twice daily after meals
4256,Losartan-902,1000 mg,Blood pressure control,Same API different brand,Yes,1 tablet twice daily after meals
4257,Atorvastatin-235,650 mg,Diabetes control,Generic substitute,Yes,1 capsule daily before breakfast
4258,Metformin-800,750 mg,Heartburn treatment,Equivalent composition,No,Use as directed by physician
4259,Pantoprazole-711,250 mg,Blood pressure control,Generic substitute,Yes,1 capsule daily before breakfast
4260,Ranitidine-804,1000 mg,Diabetes control,Generic substitute,Yes,1 capsule daily before breakfast
4261,Omeprazole-547,100 mg,Cold and allergy,Over-the-counter option,Yes,1 tablet thrice daily
4262,Ibuprofen-158,100 mg,Stomach acid reduction,Equivalent composition,No,Half tablet in morning and night
4263,Amoxicillin-966,250 mg,Fever control,Same API different brand,Yes,1 tablet twice daily after meals
4264,Ciprofloxacin-263,100 mg,Antibiotic,Same API different brand,No,1 tablet twice daily after meals
4265,Ciprofloxacin-960,1000 mg,Antibiotic,Alternate brand,No,1 tablet thrice daily
4266,Cetirizine-186,1000 mg,Antibiotic,Same API different brand,Yes,Half tablet in morning and night
4267,Ibuprofen-307,250 mg,Heartburn treatment,Over-the-counter option,Yes,1 tablet thrice daily
4268,Ranitidine-858,750 mg,Infection treatment,Generic substitute,No,1 capsule daily before breakfast
4269,Azithromycin-6680,750 mg,Heartburn treatment,Generic substitute,Yes,1 tablet thrice daily
4270,Ranitidine-586,250 mg,Blood pressure control,Same API different brand,Yes,1 tablet twice daily after meals
4271,Levocetirizine-764,750 mg,Cold and allergy,Generic substitute,Yes,1 capsule daily before breakfast
4272,Cetirizine-387,650 mg,Inflammation reduction,Same API different brand,No,Take after food once daily
4273,Clopidogrel-6716,750 mg,Cold and allergy,Equivalent composition,No,Use as directed by physician
4274,Ranitidine-471,750 mg,Cholesterol management,Equivalent composition,Yes,1 tablet thrice daily
4275,Amlodipine-999,100 mg,Pain relief,Same API different brand,No,Take after food once daily
4276,Ranitidine-271,250 mg,Cold and allergy,Alternative formulation,Yes,1 tablet twice daily after meals
4277,Ciprofloxacin-968,500 mg,Cold and allergy,Over-the-counter option,Yes,Take after food once daily
4278,Cetirizine-131,650 mg,Inflammation reduction,Over-the-counter option,No,Use as directed by physician
4279,Amlodipine-916,100 mg,Antibiotic,Alternate brand,Yes,Half tablet in morning and night
4280,Metformin-7737,1000 mg,Fever control,Equivalent composition,No,1 tablet twice daily after meals
4281,Azithromycin-335,650 mg,Blood pressure control,Same API different brand,No,1 tablet thrice daily
4282,Diclofenac-2597,100 mg,Fever control,Equivalent composition,No,1 tablet thrice daily
4283,Metformin-948,100 mg,Cholesterol management,Alternate brand,No,Half tablet in morning and night
4284,Hydroxyzine-7065,1000 mg,Antibiotic,Alternate brand,Yes,Half tablet in morning and night
4285,Hydroxyzine-643,500 mg,Cold and allergy,Over-the-counter option,Yes,1 tablet twice daily after meals
4286,Hydroxyzine-4251,100 mg,Infection treatment,Over-the-counter option,Yes,1 capsule daily before breakfast
4287,Losartan-944,100 mg,Antibiotic,Alternate brand,Yes,Use as directed by physician
4288,Furosemide-525,650 mg,Antibiotic,Generic substitute,No,Use as directed by physician
4289,Metformin-8582,500 mg,Cold and allergy,Equivalent composition,No,Take after food once daily
4290,Atorvastatin-276,650 mg,Infection treatment,Alternative formulation,No,Half tablet in morning and night
4291,Atorvastatin-351,650 mg,Anxiety relief,Alternative formulation,Yes,Half tablet in morning and night
4292,Clopidogrel-715,650 mg,Antibiotic,Alternative formulation,No,1 tablet thrice daily
4293,Pantoprazole-293,500 mg,Diabetes control,Same API different brand,Yes,1 tablet thrice daily
4294,Paracetamol-877,650 mg,Cholesterol management,Generic substitute,No,Take after food once daily
4295,Azithromycin-344,650 mg,Cold and allergy,Generic substitute,No,1 tablet twice daily after meals
4296,Omeprazole-988,1000 mg,Blood pressure control,Generic substitute,Yes,1 capsule daily before breakfast
4297,Amoxicillin-449,1000 mg,Fever control,Equivalent composition,Yes,1 tablet thrice daily
4298,Metformin-314,100 mg,Heartburn treatment,Same API different brand,No,1 capsule daily before breakfast
4299,Metformin-558,250 mg,Heartburn treatment,Alternative formulation,No,1 tablet thrice daily
4300,Atorvastatin-953,1000 mg,Heartburn treatment,Over-the-counter option,No,Use as directed by physician
4301,Ibuprofen-906,1000 mg,Cold and allergy,Alternative formulation,Yes,Use as directed by physician
4302,Azithromycin-919,1000 mg,Cholesterol management,Alternate brand,Yes,Use as directed by physician
4303,Atorvastatin-198,650 mg,Anxiety relief,Alternate brand,Yes,1 tablet twice daily after meals
4304,Hydroxyzine-440,1000 mg,Blood pressure control,Generic substitute,Yes,1 tablet twice daily after meals
4305,Paracetamol-676,750 mg,Pain relief,Alternate brand,No,Half tablet in morning and night
4306,Ciprofloxacin-119,750 mg,Heartburn treatment,Same API different brand,No,Half tablet in morning and night
4307,Pantoprazole-8296,650 mg,Pain relief,Over-the-counter option,No,Half tablet in morning and night
4308,Ranitidine-659,100 mg,Blood pressure control,Generic substitute,No,1 tablet thrice daily
4309,Pantoprazole-717,500 mg,Fever control,Same API different brand,Yes,1 tablet twice daily after meals
4310,Ranitidine-652,750 mg,Fever control,Same API different brand,Yes,1 tablet twice daily after meals
4311,Clopidogrel-530,650 mg,Cold and allergy,Same API different brand,No,1 tablet twice daily after meals
4312,Azithromycin-376,500 mg,Diabetes control,Alternate brand,Yes,1 tablet twice daily after meals
4313,Ibuprofen-996,500 mg,Cholesterol management,Generic substitute,Yes,1 tablet twice daily after meals
4314,Levocetirizine-329,500 mg,Inflammation reduction,Over-the-counter option,No,Use as directed by physician
4315,Amlodipine-125,500 mg,Diabetes control,Alternative formulation,No,Take after food once daily
4316,Diclofenac-859,1000 mg,Pain relief,Generic substitute,No,Half tablet in morning and night
4317,Azithromycin-324,250 mg,Antibiotic,Generic substitute,No,Use as directed by physician
4318,Amoxicillin-3225,650 mg,Stomach acid reduction,Equivalent composition,Yes,1 capsule daily before breakfast
4319,Clopidogrel-856,1000 mg,Diabetes control,Equivalent composition,Yes,1 tablet thrice daily
4320,Metoprolol-665,250 mg,Cold and allergy,Alternate brand,No,Take after food once daily
4321,Pantoprazole-351,750 mg,Diabetes control,Alternate brand,No,Take after food once daily
4322,Ibuprofen-417,650 mg,Stomach acid reduction,Alternative formulation,No,1 tablet thrice daily
4323,Ciprofloxacin-209,500 mg,Infection treatment,Alternative formulation,No,Half tablet in morning and night
4324,Levocetirizine-5554,1000 mg,Antibiotic,Generic substitute,No,1 tablet twice daily after meals
4325,Metoprolol-333,100 mg,Blood pressure control,Equivalent composition,No,Take after food once daily
4326,Paracetamol-2544,750 mg,Cold and allergy,Alternative formulation,Yes,1 capsule daily before breakfast
4327,Clopidogrel-790,100 mg,Cold and allergy,Alternative formulation,Yes,Use as directed by physician
4328,Paracetamol-624,1000 mg,Inflammation reduction,Alternative formulation,Yes,Take after food once daily
4329,Atorvastatin-918,500 mg,Cholesterol management,Equivalent composition,Yes,1 tablet twice daily after meals
4330,Omeprazole-888,750 mg,Stomach acid reduction,Alternate brand,Yes,Take after food once daily
4331,Metformin-732,1000 mg,Cholesterol management,Same API different brand,Yes,1 tablet twice daily after meals
4332,Atorvastatin-497,1000 mg,Antibiotic,Equivalent composition,Yes,Half tablet in morning and night
4333,Ciprofloxacin-619,100 mg,Cold and allergy,Alternative formulation,Yes,Half tablet in morning and night
4334,Amoxicillin-539,650 mg,Cholesterol management,Same API different brand,No,1 tablet thrice daily
4335,Hydroxyzine-615,100 mg,Stomach acid reduction,Alternative formulation,Yes,1 capsule daily before breakfast
4336,Paracetamol-610,100 mg,Blood pressure control,Alternate brand,No,Take after food once daily
4337,Azithromycin-4321,650 mg,Anxiety relief,Same API different brand,Yes,Half tablet in morning and night
4338,Hydroxyzine-644,500 mg,Anxiety relief,Alternative formulation,Yes,1 tablet twice daily after meals
4339,Paracetamol-7990,1000 mg,Stomach acid reduction,Alternate brand,No,Use as directed by physician
4340,Hydroxyzine-860,250 mg,Blood pressure control,Alternative formulation,No,1 tablet twice daily after meals
4341,Hydroxyzine-4256,100 mg,Stomach acid reduction,Same API different brand,Yes,1 tablet twice daily after meals
4342,Metformin-781,1000 mg,Diabetes control,Alternative formulation,No,Half tablet in morning and night
4343,Metoprolol-479,100 mg,Pain relief,Over-the-counter option,Yes,1 tablet thrice daily
4344,Omeprazole-265,250 mg,Cholesterol management,Over-the-counter option,Yes,Half tablet in morning and night
4345,Paracetamol-483,650 mg,Antibiotic,Alternate brand,No,Half tablet in morning and night
4346,Omeprazole-985,500 mg,Fever control,Equivalent composition,No,1 tablet thrice daily
4347,Losartan-771,500 mg,Pain relief,Alternate brand,No,1 tablet thrice daily
4348,Metoprolol-148,1000 mg,Stomach acid reduction,Alternative formulation,Yes,1 tablet thrice daily
4349,Furosemide-7885,750 mg,Cholesterol management,Over-the-counter option,Yes,1 tablet twice daily after meals
4350,Diclofenac-384,650 mg,Infection treatment,Over-the-counter option,Yes,Use as directed by physician
4351,Omeprazole-6971,650 mg,Blood pressure control,Generic substitute,Yes,Take after food once daily
4352,Furosemide-628,650 mg,Cholesterol management,Same API different brand,No,1 tablet twice daily after meals
4353,Metformin-844,1000 mg,Diabetes control,Alternative formulation,No,Use as directed by physician
4354,Levocetirizine-392,250 mg,Pain relief,Over-the-counter option,Yes,Half tablet in morning and night
4355,Losartan-185,750 mg,Blood pressure control,Same API different brand,Yes,Half tablet in morning and night
4356,Cetirizine-233,1000 mg,Diabetes control,Over-the-counter option,No,1 capsule daily before breakfast
4357,Diclofenac-244,750 mg,Fever control,Generic substitute,Yes,Half tablet in morning and night
4358,Pantoprazole-463,650 mg,Antibiotic,Same API different brand,No,Use as directed by physician
4359,Metoprolol-299,250 mg,Stomach acid reduction,Over-the-counter option,No,Half tablet in morning and night
4360,Metoprolol-2226,1000 mg,Infection treatment,Generic substitute,Yes,Use as directed by physician
4361,Metoprolol-2060,650 mg,Infection treatment,Equivalent composition,Yes,1 tablet twice daily after meals
4362,Ciprofloxacin-350,750 mg,Anxiety relief,Same API different brand,No,1 tablet twice daily after meals
4363,Amlodipine-316,100 mg,Pain relief,Generic substitute,No,Take after food once daily
4364,Omeprazole-4597,650 mg,Cholesterol management,Alternate brand,No,1 tablet thrice daily
4365,Clopidogrel-671,500 mg,Infection treatment,Equivalent composition,Yes,Use as directed by physician
4366,Amoxicillin-248,500 mg,Stomach acid reduction,Alternative formulation,No,Use as directed by physician
4367,Diclofenac-4655,250 mg,Pain relief,Equivalent composition,No,Half tablet in morning and night
4368,Ranitidine-664,500 mg,Anxiety relief,Alternate brand,Yes,1 tablet twice daily after meals
4369,Clopidogrel-398,250 mg,Pain relief,Over-the-counter option,Yes,1 capsule daily before breakfast
4370,Cetirizine-367,500 mg,Anxiety relief,Alternate brand,Yes,1 tablet thrice daily
4371,Losartan-989,500 mg,Antibiotic,Over-the-counter option,No,1 capsule daily before breakfast
4372,Ranitidine-435,500 mg,Heartburn treatment,Alternate brand,Yes,Use as directed by physician
4373,Pantoprazole-333,750 mg,Diabetes control,Generic substitute,Yes,Half tablet in morning and night
4374,Hydroxyzine-973,750 mg,Pain relief,Alternate brand,No,Use as directed by physician
4375,Cetirizine-6325,500 mg,Stomach acid reduction,Equivalent composition,Yes,Use as directed by physician
4376,Diclofenac-266,250 mg,Fever control,Alternate brand,Yes,Use as directed by physician
4377,Clopidogrel-990,650 mg,Antibiotic,Alternate brand,No,Half tablet in morning and night
4378,Omeprazole-754,250 mg,Blood pressure control,Alternate brand,Yes,Take after food once daily
4379,Losartan-9357,100 mg,Inflammation reduction,Same API different brand,No,Take after food once daily
4380,Amoxicillin-503,500 mg,Diabetes control,Generic substitute,No,Take after food once daily
4381,Ibuprofen-8139,650 mg,Cold and allergy,Alternate brand,Yes,Half tablet in morning and night
4382,Atorvastatin-478,1000 mg,Stomach acid reduction,Over-the-counter option,No,1 tablet twice daily after meals
4383,Hydroxyzine-221,750 mg,Diabetes control,Equivalent composition,No,1 tablet thrice daily
4384,Hydroxyzine-905,100 mg,Blood pressure control,Same API different brand,No,1 tablet twice daily after meals
4385,Cetirizine-204,650 mg,Fever control,Equivalent composition,Yes,1 capsule daily before breakfast
4386,Levocetirizine-122,1000 mg,Infection treatment,Alternative formulation,No,Half tablet in morning and night
4387,Amlodipine-6210,650 mg,Heartburn treatment,Alternate brand,Yes,Take after food once daily
4388,Atorvastatin-326,500 mg,Infection treatment,Same API different brand,No,1 tablet thrice daily
4389,Levocetirizine-323,500 mg,Cold and allergy,Over-the-counter option,No,1 capsule daily before breakfast
4390,Furosemide-407,500 mg,Blood pressure control,Same API different brand,Yes,Take after food once daily
4391,Azithromycin-6012,750 mg,Infection treatment,Over-the-counter option,Yes,1 tablet thrice daily
4392,Ciprofloxacin-245,1000 mg,Fever control,Over-the-counter option,No,Half tablet in morning and night
4393,Pantoprazole-261,500 mg,Heartburn treatment,Alternative formulation,No,1 capsule daily before breakfast
4394,Ciprofloxacin-301,250 mg,Blood pressure control,Alternate brand,No,Take after food once daily
4395,Clopidogrel-438,500 mg,Blood pressure control,Over-the-counter option,No,1 tablet thrice daily
4396,Clopidogrel-561,500 mg,Antibiotic,Same API different brand,No,Half tablet in morning and night
4397,Diclofenac-765,500 mg,Cholesterol management,Alternate brand,No,1 tablet twice daily after meals
4398,Atorvastatin-898,650 mg,Heartburn treatment,Alternative formulation,No,Half tablet in morning and night
4399,Losartan-5525,1000 mg,Cholesterol management,Alternate brand,Yes,Use as directed by physician
4400,Metoprolol-328,100 mg,Diabetes control,Same API different brand,Yes,Take after food once daily
4401,Amlodipine-159,1000 mg,Cold and allergy,Equivalent composition,No,1 tablet twice daily after meals
4402,Hydroxyzine-3999,500 mg,Anxiety relief,Generic substitute,No,Use as directed by physician
4403,Metformin-506,100 mg,Infection treatment,Alternate brand,No,1 tablet twice daily after meals
4404,Hydroxyzine-886,1000 mg,Fever control,Same API different brand,Yes,1 tablet thrice daily
4405,Furosemide-800,500 mg,Infection treatment,Alternative formulation,No,1 capsule daily before breakfast
4406,Amlodipine-9772,250 mg,Stomach acid reduction,Equivalent composition,No,1 tablet twice daily after meals
4407,Pantoprazole-591,100 mg,Diabetes control,Generic substitute,No,Half tablet in morning and night
4408,Ciprofloxacin-455,1000 mg,Infection treatment,Same API different brand,Yes,1 tablet twice daily after meals
4409,Ciprofloxacin-648,500 mg,Fever control,Equivalent composition,Yes,Half tablet in morning and night
4410,Cetirizine-827,100 mg,Cholesterol management,Alternative formulation,Yes,Half tablet in morning and night
4411,Cetirizine-213,250 mg,Heartburn treatment,Alternative formulation,No,Take after food once daily
4412,Metformin-353,1000 mg,Blood pressure control,Same API different brand,No,Use as directed by physician
4413,Cetirizine-1630,650 mg,Fever control,Same API different brand,Yes,Use as directed by physician
4414,Metformin-785,1000 mg,Blood pressure control,Equivalent composition,Yes,1 tablet twice daily after meals
4415,Amoxicillin-8872,750 mg,Infection treatment,Alternate brand,Yes,1 tablet twice daily after meals
4416,Ranitidine-3565,1000 mg,Infection treatment,Alternate brand,Yes,Use as directed by physician
4417,Cetirizine-941,1000 mg,Anxiety relief,Equivalent composition,No,Take after food once daily
4418,Metoprolol-321,650 mg,Antibiotic,Equivalent composition,No,Use as directed by physician
4419,Amoxicillin-306,1000 mg,Cholesterol management,Alternative formulation,Yes,1 capsule daily before breakfast
4420,Cetirizine-362,250 mg,Pain relief,Alternative formulation,No,1 tablet thrice daily
4421,Furosemide-227,650 mg,Stomach acid reduction,Equivalent composition,Yes,Half tablet in morning and night
4422,Metoprolol-554,100 mg,Diabetes control,Alternate brand,No,Take after food once daily
4423,Ranitidine-9718,500 mg,Stomach acid reduction,Alternate brand,No,Use as directed by physician
4424,Ciprofloxacin-300,750 mg,Cholesterol management,Over-the-counter option,No,Half tablet in morning and night
4425,Pantoprazole-615,650 mg,Antibiotic,Over-the-counter option,Yes,Use as directed by physician
4426,Metformin-833,500 mg,Anxiety relief,Generic substitute,Yes,Take after food once daily
4427,Atorvastatin-770,750 mg,Inflammation reduction,Over-the-counter option,Yes,Use as directed by physician
4428,Ciprofloxacin-892,500 mg,Infection treatment,Equivalent composition,No,1 tablet thrice daily
4429,Amlodipine-8101,500 mg,Anxiety relief,Generic substitute,No,1 capsule daily before breakfast
4430,Amoxicillin-743,750 mg,Stomach acid reduction,Equivalent composition,No,1 tablet twice daily after meals
4431,Metformin-814,100 mg,Stomach acid reduction,Generic substitute,No,1 capsule daily before breakfast
4432,Cetirizine-585,250 mg,Pain relief,Alternative formulation,No,Take after food once daily
4433,Hydroxyzine-845,250 mg,Infection treatment,Alternate brand,No,1 tablet twice daily after meals
4434,Amlodipine-842,1000 mg,Anxiety relief,Same API different brand,Yes,Use as directed by physician
4435,Ciprofloxacin-355,100 mg,Antibiotic,Generic substitute,No,1 capsule daily before breakfast
4436,Ciprofloxacin-9862,100 mg,Inflammation reduction,Alternate brand,No,1 tablet thrice daily
4437,Ranitidine-562,1000 mg,Pain relief,Equivalent composition,Yes,1 tablet thrice daily
4438,Losartan-166,1000 mg,Infection treatment,Alternate brand,Yes,1 tablet thrice daily
4439,Metformin-8343,500 mg,Infection treatment,Generic substitute,No,Use as directed by physician
4440,Furosemide-745,650 mg,Cold and allergy,Alternate brand,No,Take after food once daily
4441,Metformin-335,1000 mg,Fever control,Generic substitute,Yes,1 tablet twice daily after meals
4442,Furosemide-329,500 mg,Blood pressure control,Equivalent composition,Yes,Take after food once daily
4443,Amlodipine-624,1000 mg,Infection treatment,Over-the-counter option,No,1 tablet thrice daily
4444,Losartan-530,100 mg,Cold and allergy,Over-the-counter option,Yes,Take after food once daily
4445,Hydroxyzine-262,250 mg,Infection treatment,Same API different brand,No,1 capsule daily before breakfast
4446,Furosemide-2420,100 mg,Antibiotic,Alternative formulation,No,1 capsule daily before breakfast
4447,Azithromycin-4446,250 mg,Stomach acid reduction,Same API different brand,No,Take after food once daily
4448,Diclofenac-9501,250 mg,Anxiety relief,Alternative formulation,Yes,1 tablet twice daily after meals
4449,Diclofenac-515,750 mg,Anxiety relief,Same API different brand,No,1 tablet thrice daily
4450,Levocetirizine-8979,500 mg,Fever control,Equivalent composition,Yes,1 capsule daily before breakfast
4451,Metoprolol-119,650 mg,Cold and allergy,Generic substitute,No,1 tablet twice daily after meals
4452,Diclofenac-874,650 mg,Antibiotic,Alternative formulation,No,1 capsule daily before breakfast
4453,Metoprolol-772,650 mg,Inflammation reduction,Over-the-counter option,Yes,Take after food once daily
4454,Furosemide-193,750 mg,Fever control,Equivalent composition,Yes,1 tablet thrice daily
4455,Metoprolol-797,1000 mg,Cold and allergy,Alternate brand,Yes,Take after food once daily
4456,Ibuprofen-923,500 mg,Anxiety relief,Alternate brand,Yes,1 capsule daily before breakfast
4457,Levocetirizine-507,500 mg,Cholesterol management,Generic substitute,Yes,1 tablet thrice daily
4458,Amlodipine-234,750 mg,Infection treatment,Alternate brand,No,Use as directed by physician
4459,Ibuprofen-6446,650 mg,Fever control,Alternate brand,No,Use as directed by physician
4460,Hydroxyzine-7779,100 mg,Cold and allergy,Alternate brand,No,1 tablet thrice daily
4461,Ibuprofen-7784,750 mg,Anxiety relief,Generic substitute,Yes,1 tablet thrice daily
4462,Omeprazole-716,100 mg,Antibiotic,Equivalent composition,No,1 tablet thrice daily
4463,Cetirizine-1690,500 mg,Pain relief,Alternate brand,Yes,Half tablet in morning and night
4464,Amoxicillin-811,250 mg,Diabetes control,Alternate brand,No,1 capsule daily before breakfast
4465,Ciprofloxacin-165,750 mg,Cholesterol management,Generic substitute,No,Take after food once daily
4466,Diclofenac-556,100 mg,Stomach acid reduction,Same API different brand,No,Half tablet in morning and night
4467,Hydroxyzine-468,250 mg,Blood pressure control,Equivalent composition,Yes,Half tablet in morning and night
4468,Furosemide-461,750 mg,Diabetes control,Over-the-counter option,Yes,1 tablet twice daily after meals
4469,Metoprolol-749,100 mg,Heartburn treatment,Over-the-counter option,Yes,Use as directed by physician
4470,Hydroxyzine-293,650 mg,Stomach acid reduction,Alternative formulation,Yes,Use as directed by physician
4471,Losartan-612,750 mg,Cold and allergy,Over-the-counter option,No,Take after food once daily
4472,Cetirizine-1704,650 mg,Heartburn treatment,Over-the-counter option,No,1 tablet twice daily after meals
4473,Furosemide-809,650 mg,Blood pressure control,Same API different brand,No,Half tablet in morning and night
4474,Levocetirizine-169,100 mg,Cholesterol management,Alternate brand,No,1 tablet thrice daily
4475,Levocetirizine-952,650 mg,Diabetes control,Over-the-counter option,Yes,1 capsule daily before breakfast
4476,Ranitidine-7020,650 mg,Cold and allergy,Same API different brand,No,Take after food once daily
4477,Atorvastatin-384,500 mg,Pain relief,Alternative formulation,Yes,Use as directed by physician
4478,Metformin-477,650 mg,Anxiety relief,Alternate brand,No,Use as directed by physician
4479,Omeprazole-7529,750 mg,Diabetes control,Same API different brand,No,1 capsule daily before breakfast
4480,Ibuprofen-157,500 mg,Anxiety relief,Generic substitute,No,1 tablet twice daily after meals
4481,Paracetamol-491,250 mg,Fever control,Alternative formulation,Yes,Half tablet in morning and night
4482,Losartan-8972,250 mg,Infection treatment,Generic substitute,Yes,Use as directed by physician
4483,Losartan-7295,100 mg,Blood pressure control,Generic substitute,No,Use as directed by physician
4484,Metformin-909,650 mg,Anxiety relief,Alternative formulation,No,1 tablet twice daily after meals
4485,Hydroxyzine-868,500 mg,Fever control,Equivalent composition,Yes,1 tablet twice daily after meals
4486,Metoprolol-7399,750 mg,Antibiotic,Equivalent composition,Yes,1 tablet thrice daily
4487,Azithromycin-107,100 mg,Fever control,Alternative formulation,No,1 tablet thrice daily
4488,Ciprofloxacin-604,1000 mg,Pain relief,Generic substitute,Yes,1 tablet twice daily after meals
4489,Hydroxyzine-539,500 mg,Cholesterol management,Equivalent composition,No,1 capsule daily before breakfast
4490,Amlodipine-5586,750 mg,Heartburn treatment,Equivalent composition,Yes,1 capsule daily before breakfast
4491,Amlodipine-182,650 mg,Antibiotic,Alternative formulation,No,Take after food once daily
4492,Losartan-287,500 mg,Cholesterol management,Same API different brand,Yes,Take after food once daily
4493,Omeprazole-884,250 mg,Diabetes control,Generic substitute,No,1 capsule daily before breakfast
4494,Ranitidine-1337,500 mg,Anxiety relief,Equivalent composition,Yes,1 tablet thrice daily
4495,Atorvastatin-9810,250 mg,Inflammation reduction,Equivalent composition,No,1 capsule daily before breakfast
4496,Omeprazole-516,1000 mg,Anxiety relief,Equivalent composition,No,1 tablet twice daily after meals
4497,Pantoprazole-282,650 mg,Inflammation reduction,Over-the-counter option,Yes,Half tablet in morning and night
4498,Azithromycin-742,750 mg,Cold and allergy,Alternative formulation,No,1 capsule daily before breakfast
4499,Amlodipine-4317,250 mg,Heartburn treatment,Over-the-counter option,No,1 tablet thrice daily
4500,Paracetamol-865,100 mg,Fever control,Same API different brand,Yes,Use as directed by physician
4501,Ciprofloxacin-854,750 mg,Cholesterol management,Equivalent composition,No,1 tablet twice daily after meals
4502,Pantoprazole-8642,100 mg,Blood pressure control,Generic substitute,No,1 tablet thrice daily
4503,Atorvastatin-128,100 mg,Infection treatment,Generic substitute,No,Use as directed by physician
4504,Losartan-481,100 mg,Cold and allergy,Equivalent composition,Yes,1 tablet thrice daily
4505,Ibuprofen-8021,650 mg,Blood pressure control,Same API different brand,No,1 capsule daily before breakfast
4506,Azithromycin-9649,500 mg,Diabetes control,Equivalent composition,Yes,1 tablet thrice daily
4507,Atorvastatin-322,100 mg,Diabetes control,Alternative formulation,No,1 tablet twice daily after meals
4508,Amlodipine-3985,650 mg,Cholesterol management,Alternative formulation,Yes,1 tablet twice daily after meals
4509,Azithromycin-927,500 mg,Infection treatment,Over-the-counter option,No,Half tablet in morning and night
4510,Pantoprazole-714,500 mg,Blood pressure control,Over-the-counter option,Yes,Half tablet in morning and night
4511,Omeprazole-7585,1000 mg,Infection treatment,Same API different brand,Yes,1 tablet thrice daily
4512,Hydroxyzine-406,1000 mg,Stomach acid reduction,Over-the-counter option,Yes,Take after food once daily
4513,Atorvastatin-233,250 mg,Anxiety relief,Alternate brand,Yes,Half tablet in morning and night
4514,Metoprolol-725,750 mg,Infection treatment,Alternate brand,No,1 capsule daily before breakfast
4515,Metoprolol-166,650 mg,Infection treatment,Generic substitute,Yes,Use as directed by physician
4516,Ciprofloxacin-533,100 mg,Inflammation reduction,Generic substitute,No,Take after food once daily
4517,Ranitidine-264,750 mg,Stomach acid reduction,Alternative formulation,No,Use as directed by physician
4518,Cetirizine-9910,650 mg,Fever control,Generic substitute,Yes,1 capsule daily before breakfast
4519,Metoprolol-5221,650 mg,Pain relief,Same API different brand,No,Half tablet in morning and night
4520,Losartan-981,250 mg,Diabetes control,Over-the-counter option,No,Use as directed by physician
4521,Atorvastatin-724,650 mg,Diabetes control,Alternate brand,Yes,1 capsule daily before breakfast
4522,Omeprazole-437,250 mg,Cholesterol management,Equivalent composition,Yes,1 tablet thrice daily
4523,Azithromycin-826,100 mg,Cold and allergy,Generic substitute,No,1 capsule daily before breakfast
4524,Clopidogrel-466,500 mg,Infection treatment,Equivalent composition,Yes,1 tablet twice daily after meals
4525,Amoxicillin-252,100 mg,Antibiotic,Alternate brand,No,Use as directed by physician
4526,Paracetamol-654,650 mg,Stomach acid reduction,Generic substitute,No,1 capsule daily before breakfast
4527,Diclofenac-245,100 mg,Diabetes control,Alternate brand,No,Half tablet in morning and night
4528,Ranitidine-686,250 mg,Pain relief,Generic substitute,Yes,Half tablet in morning and night
4529,Metoprolol-885,100 mg,Inflammation reduction,Equivalent composition,No,1 tablet thrice daily
4530,Levocetirizine-225,1000 mg,Stomach acid reduction,Over-the-counter option,Yes,Take after food once daily
4531,Furosemide-437,500 mg,Antibiotic,Over-the-counter option,Yes,1 capsule daily before breakfast
4532,Ranitidine-899,250 mg,Stomach acid reduction,Equivalent composition,No,Take after food once daily
4533,Omeprazole-143,750 mg,Infection treatment,Alternative formulation,No,Take after food once daily
4534,Metoprolol-685,250 mg,Heartburn treatment,Alternate brand,Yes,1 tablet twice daily after meals
4535,Amlodipine-189,250 mg,Cold and allergy,Alternate brand,No,Take after food once daily
4536,Ciprofloxacin-340,650 mg,Heartburn treatment,Generic substitute,No,1 tablet twice daily after meals
4537,Hydroxyzine-450,500 mg,Stomach acid reduction,Same API different brand,No,1 capsule daily before breakfast
4538,Pantoprazole-941,750 mg,Fever control,Generic substitute,No,1 tablet twice daily after meals
4539,Amlodipine-4714,750 mg,Anxiety relief,Alternate brand,No,Half tablet in morning and night
4540,Cetirizine-214,500 mg,Antibiotic,Alternative formulation,No,Take after food once daily
4541,Furosemide-957,1000 mg,Diabetes control,Same API different brand,No,1 capsule daily before breakfast
4542,Clopidogrel-136,650 mg,Cold and allergy,Alternative formulation,No,Take after food once daily
4543,Levocetirizine-399,500 mg,Heartburn treatment,Alternative formulation,No,1 capsule daily before breakfast
4544,Ranitidine-157,500 mg,Antibiotic,Alternative formulation,Yes,1 tablet thrice daily
4545,Atorvastatin-360,250 mg,Antibiotic,Same API different brand,Yes,Take after food once daily
4546,Omeprazole-330,500 mg,Heartburn treatment,Alternative formulation,Yes,Take after food once daily
4547,Pantoprazole-940,1000 mg,Inflammation reduction,Alternative formulation,No,1 tablet twice daily after meals
4548,Ibuprofen-990,750 mg,Infection treatment,Equivalent composition,No,1 tablet twice daily after meals
4549,Azithromycin-786,650 mg,Diabetes control,Over-the-counter option,Yes,Use as directed by physician
